2025-07-13 06:47:19,975 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:04:35,334 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:04:35,417 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:04:35,454 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:05:04,423 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:05:04,507 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:05:04,543 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:05:26,897 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:05:27,334 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:05:27,354 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:05:27,354 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:05:29,168 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:05:29,216 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:05:48,934 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:05:49,371 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:05:49,393 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:05:49,393 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:05:51,206 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:05:51,255 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:06:16,657 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:06:17,093 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:06:17,114 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:06:17,114 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:06:18,928 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:06:18,976 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:07:04,250 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:07:04,688 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:07:04,711 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:07:04,711 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:07:06,524 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:07:06,574 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:07:31,677 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:07:31,762 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:07:31,798 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:08:34,997 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:08:35,435 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:08:35,458 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:08:35,458 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:08:37,272 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:08:37,321 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:08:54,714 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:08:54,798 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:08:54,836 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:09:37,785 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:09:38,224 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:09:38,245 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:09:38,245 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:09:40,059 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:09:40,107 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:10:05,119 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:10:05,205 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:10:05,242 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:10:29,972 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:10:30,409 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:10:30,431 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:10:30,431 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:10:32,244 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:10:32,292 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:11:24,270 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:11:24,355 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:11:24,391 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:12:03,384 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:12:03,467 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:12:03,504 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:12:39,553 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:12:39,637 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:12:39,675 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:13:46,687 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:13:46,772 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:13:46,810 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:13:59,549 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:13:59,986 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:14:00,006 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:14:00,007 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:14:01,820 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:14:01,868 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:17:18,450 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:17:18,888 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:17:18,908 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:17:18,908 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:17:20,722 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:17:20,771 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:18:22,834 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:18:23,271 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:18:23,291 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:18:23,291 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:18:25,105 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:18:25,153 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:19:06,826 arm_base.py, line 502, WARNING:timeout
2025-07-13 15:19:26,431 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:19:26,517 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:19:26,554 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:19:29,999 arm_base.py, line 502, WARNING:timeout
2025-07-13 15:19:35,813 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:19:36,250 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:19:36,272 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:19:36,273 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:19:38,085 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:19:38,134 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:20:11,003 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:20:11,090 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:20:11,127 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:21:13,879 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:21:14,316 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:21:14,338 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:21:14,338 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:21:16,151 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:21:16,197 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:25:34,202 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:25:34,640 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:25:34,662 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:25:34,662 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:25:36,476 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:25:36,524 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:25:36,932 arm_base.py, line 282, INFO:change side to 1
2025-07-13 15:26:25,741 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:26:25,824 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:26:25,861 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:26:26,270 arm_base.py, line 282, INFO:change side to 1
2025-07-13 15:27:36,825 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:27:37,262 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:27:37,282 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:27:37,282 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:27:39,097 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:27:39,144 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:27:39,551 arm_base.py, line 282, INFO:change side to 1
2025-07-13 15:27:52,614 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:27:53,050 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:27:53,070 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:27:53,070 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:27:54,883 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:27:54,932 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:27:55,336 arm_base.py, line 282, INFO:change side to 1
2025-07-13 15:28:55,099 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:28:55,535 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:28:55,558 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:28:55,558 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:28:57,372 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:28:57,420 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:28:57,826 arm_base.py, line 282, INFO:change side to 1
2025-07-13 15:29:32,898 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:29:33,335 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:29:33,356 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:29:33,356 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:29:35,171 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:29:35,219 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:29:35,626 arm_base.py, line 282, INFO:change side to 1
2025-07-13 15:30:25,856 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:30:26,294 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:30:26,314 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:30:26,314 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:30:28,127 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:30:28,176 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 15:31:30,627 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 15:31:31,066 serial_wrap.py, line 353, ERROR:get_anwser timeout 
2025-07-13 15:31:31,088 serial_wrap.py, line 296, INFO:is mc602
2025-07-13 15:31:31,088 serial_wrap.py, line 297, INFO:load program
2025-07-13 15:31:32,902 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 15:31:32,949 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 16:28:58,930 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 16:28:59,015 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 16:28:59,052 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 16:29:17,976 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 16:29:18,060 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 16:29:18,097 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 16:29:18,707 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 16:29:18,708 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 16:29:18,709 car_wrap.py, line 147, INFO:my car init ok 0.011332035064697266
2025-07-13 16:29:21,702 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 16:29:21,793 infer_front.py, line 162, INFO:开启infer_back_end.py脚本, 后台运行中, 请等待
2025-07-13 14:07:10,279 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 14:07:10,364 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 14:07:10,415 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 14:07:13,104 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 14:07:13,105 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 14:07:13,159 car_wrap.py, line 147, INFO:my car init ok 0.0777122974395752
2025-07-13 14:07:16,504 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 14:07:26,746 infer_front.py, line 136, INFO:
2025-07-13 14:07:26,751 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 14:07:26,765 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 14:07:26,859 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 14:07:26,864 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 14:07:26,939 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 14:07:26,943 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 14:07:27,018 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 14:07:27,227 car_wrap.py, line 798, INFO:0
2025-07-13 14:07:27,227 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 14:07:43,014 car_wrap.py, line 881, INFO:bmi_cal
2025-07-13 14:07:43,687 car_wrap.py, line 881, INFO:camp_fun
2025-07-13 14:07:45,002 car_wrap.py, line 881, INFO:send_fun
2025-07-13 14:07:45,620 car_wrap.py, line 881, INFO:task_ingredients
2025-07-13 14:07:46,292 car_wrap.py, line 881, INFO:task_answer
2025-07-13 14:07:47,337 car_wrap.py, line 881, INFO:task_fun2
2025-07-13 14:07:48,010 car_wrap.py, line 881, INFO:task_food
2025-07-13 14:07:48,524 car_wrap.py, line 881, INFO:task_help
2025-07-13 14:07:49,090 car_wrap.py, line 881, INFO:follow_map
2025-07-13 14:07:49,760 car_wrap.py, line 881, INFO:arm_test
2025-07-13 14:07:50,380 car_wrap.py, line 881, INFO:all_task
2025-07-13 14:07:51,050 car_wrap.py, line 881, INFO:lane_test
2025-07-13 14:07:51,991 car_wrap.py, line 881, INFO:reset
2025-07-13 14:07:52,937 car_wrap.py, line 881, INFO:debug
2025-07-13 14:07:59,816 car_wrap.py, line 747, INFO:
2025-07-13 14:07:59,816 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:07:59,817 car_wrap.py, line 749, INFO:error:-0.00017768179532140493 angle-0.10235440731048584
2025-07-13 14:07:59,817 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:07:59,818 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:07:59,826 car_wrap.py, line 764, INFO:left:2.426 right:0.104
2025-07-13 14:08:00,974 car_wrap.py, line 747, INFO:
2025-07-13 14:08:00,974 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:00,975 car_wrap.py, line 749, INFO:error:-0.00017974188085645437 angle-0.10047388076782227
2025-07-13 14:08:00,975 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:00,975 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:00,983 car_wrap.py, line 764, INFO:left:2.427 right:0.104
2025-07-13 14:08:02,125 car_wrap.py, line 747, INFO:
2025-07-13 14:08:02,125 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:02,125 car_wrap.py, line 749, INFO:error:-0.0001477155601605773 angle-0.1243964433670044
2025-07-13 14:08:02,125 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:02,125 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:02,132 car_wrap.py, line 764, INFO:left:2.426 right:0.102
2025-07-13 14:08:03,275 car_wrap.py, line 747, INFO:
2025-07-13 14:08:03,276 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:03,276 car_wrap.py, line 749, INFO:error:-0.00018410419579595327 angle-0.0803520530462265
2025-07-13 14:08:03,276 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:03,277 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:03,283 car_wrap.py, line 764, INFO:left:2.423 right:0.104
2025-07-13 14:08:04,419 car_wrap.py, line 747, INFO:
2025-07-13 14:08:04,420 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:04,420 car_wrap.py, line 749, INFO:error:-0.00018070300575345755 angle-0.08247112482786179
2025-07-13 14:08:04,420 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:04,420 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:04,426 car_wrap.py, line 764, INFO:left:2.422 right:0.105
2025-07-13 14:08:05,566 car_wrap.py, line 747, INFO:
2025-07-13 14:08:05,566 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:05,566 car_wrap.py, line 749, INFO:error:-0.0001856948947533965 angle-0.07555078715085983
2025-07-13 14:08:05,567 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:05,567 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:05,573 car_wrap.py, line 764, INFO:left:2.425 right:0.101
2025-07-13 14:08:06,713 car_wrap.py, line 747, INFO:
2025-07-13 14:08:06,713 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:06,713 car_wrap.py, line 749, INFO:error:-0.00016368960496038198 angle-0.14218376576900482
2025-07-13 14:08:06,713 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:06,713 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:06,720 car_wrap.py, line 764, INFO:left:2.425 right:0.105
2025-07-13 14:08:07,857 car_wrap.py, line 747, INFO:
2025-07-13 14:08:07,858 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:07,858 car_wrap.py, line 749, INFO:error:-0.00016429310198873281 angle-0.14022871851921082
2025-07-13 14:08:07,858 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:07,858 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:07,865 car_wrap.py, line 764, INFO:left:2.427 right:0.104
2025-07-13 14:08:09,002 car_wrap.py, line 747, INFO:
2025-07-13 14:08:09,003 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:09,003 car_wrap.py, line 749, INFO:error:-0.00014330854173749685 angle-0.17282825708389282
2025-07-13 14:08:09,003 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:09,003 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:09,010 car_wrap.py, line 764, INFO:left:2.426 right:0.105
2025-07-13 14:08:10,148 car_wrap.py, line 747, INFO:
2025-07-13 14:08:10,149 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:10,149 car_wrap.py, line 749, INFO:error:-0.00016606261488050222 angle-0.13026387989521027
2025-07-13 14:08:10,149 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:10,149 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:10,155 car_wrap.py, line 764, INFO:left:2.428 right:0.105
2025-07-13 14:08:11,295 car_wrap.py, line 747, INFO:
2025-07-13 14:08:11,296 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:11,296 car_wrap.py, line 749, INFO:error:-0.0001742321765050292 angle-0.12823520600795746
2025-07-13 14:08:11,296 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:11,297 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:11,305 car_wrap.py, line 764, INFO:left:2.423 right:0.104
2025-07-13 14:08:12,444 car_wrap.py, line 747, INFO:
2025-07-13 14:08:12,445 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:12,445 car_wrap.py, line 749, INFO:error:-0.0001900870120152831 angle-0.08975446224212646
2025-07-13 14:08:12,445 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:12,445 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:12,451 car_wrap.py, line 764, INFO:left:2.422 right:0.105
2025-07-13 14:08:13,590 car_wrap.py, line 747, INFO:
2025-07-13 14:08:13,591 car_wrap.py, line 748, INFO:--------------
2025-07-13 14:08:13,591 car_wrap.py, line 749, INFO:error:-0.00018599664326757193 angle-0.08767833560705185
2025-07-13 14:08:13,591 car_wrap.py, line 750, INFO:front:[]
2025-07-13 14:08:13,591 car_wrap.py, line 752, INFO:task:[]
2025-07-13 14:08:13,598 car_wrap.py, line 764, INFO:left:2.431 right:0.102
2025-07-13 17:17:14,409 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:17:14,493 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:17:14,554 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:17:41,394 arm_base.py, line 502, WARNING:timeout
2025-07-13 17:17:54,807 arm_base.py, line 502, WARNING:timeout
2025-07-13 17:18:08,048 arm_base.py, line 502, WARNING:timeout
2025-07-13 17:18:36,564 arm_base.py, line 502, WARNING:timeout
2025-07-13 17:19:15,282 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:19:15,367 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:19:15,405 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:19:19,439 arm_base.py, line 502, WARNING:timeout
2025-07-13 17:19:25,259 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:19:25,343 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:19:25,378 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:19:28,367 arm_base.py, line 502, WARNING:timeout
2025-07-13 17:19:43,295 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
2025-07-13 17:19:43,379 serial_wrap.py, line 63, INFO:port is /dev/ttyUSB0, controller is mc602, mode USB
2025-07-13 17:19:43,415 controller_wrap.py, line 31, INFO:dev_name:mc602
2025-07-13 17:19:44,209 vehicle_base.py, line 305, INFO:MecanumChassis
2025-07-13 17:19:44,210 vehicle_base.py, line 194, INFO:mecanum init
2025-07-13 17:19:44,211 car_wrap.py, line 147, INFO:my car init ok 0.011682987213134766
2025-07-13 17:19:47,214 infer_front.py, line 118, INFO:lane连接服务器...
2025-07-13 17:19:47,296 infer_front.py, line 145, INFO:lane连接服务器成功
2025-07-13 17:19:47,301 infer_front.py, line 118, INFO:front连接服务器...
2025-07-13 17:19:47,371 infer_front.py, line 145, INFO:front连接服务器成功
2025-07-13 17:19:47,376 infer_front.py, line 118, INFO:task连接服务器...
2025-07-13 17:19:47,446 infer_front.py, line 145, INFO:task连接服务器成功
2025-07-13 17:19:47,451 infer_front.py, line 118, INFO:ocr连接服务器...
2025-07-13 17:19:47,518 infer_front.py, line 145, INFO:ocr连接服务器成功
2025-07-13 17:19:47,726 car_wrap.py, line 798, INFO:11
2025-07-13 17:19:47,726 car_wrap.py, line 800, INFO:['hanoi_tower_func', 'bmi_cal', 'camp_fun', 'send_fun', 'task_ingredients', 'task_answer', 'task_fun2', 'task_food', 'task_help', 'follow_map', 'arm_test', 'all_task', 'lane_test', 'reset', 'debug']
2025-07-13 17:22:24,869 car_wrap.py, line 881, INFO:arm_test
2025-07-13 17:22:27,997 car_wrap.py, line 881, INFO:follow_map
2025-07-13 17:22:30,854 car_wrap.py, line 881, INFO:arm_test
2025-07-13 17:22:31,524 car_wrap.py, line 881, INFO:all_task
2025-07-13 17:22:32,521 car_wrap.py, line 881, INFO:lane_test
2025-07-13 17:22:33,247 car_wrap.py, line 881, INFO:reset
2025-07-13 17:22:39,581 arm_base.py, line 282, INFO:change side to 1
2025-07-13 17:22:41,059 car_wrap.py, line 881, INFO:reset
2025-07-13 17:22:47,094 car_wrap.py, line 881, INFO:lane_test
2025-07-13 17:22:59,170 serial_wrap.py, line 125, INFO:try:/dev/ttyUSB0 - USB Serial
